Student_ID,Location_Name,Building_Name,Floor,X_Coordinate,Y_Coordinate,Foot_Traffic_Density,Timestamp,Event
611,Admin Office,Main Gate,3,52.38,50.01,High,2025-05-16 12:17:00,
612,Medical Center,Main Gate,2,56.95,68.81,High,2025-05-16 15:29:00,Seminar
613,Main Library,Student Center,3,25.34,90.11,Medium,2025-05-16 17:13:00,Orientation
614,Gymnasium,Student Center,2,62.36,19,Low,2025-05-16 8:02:00,
615,Computer Lab,Academic Block A,0,92.7,79.71,Low,2025-05-16 10:35:00,
616,Student Lounge,Cultural Hall,0,92.49,38.92,Low,2025-05-16 9:27:00,
617,Auditorium,Cultural Hall,2,60.93,93.62,Low,2025-05-16 11:52:00,Lunch Time
618,Lecture Hall B,Cultural Hall,1,6.61,18.98,High,2025-05-16 10:34:00,
619,Lecture Hall A,Main Gate,0,33.24,4.2,Medium,2025-05-16 14:19:00,
620,Auditorium,Engineering Block,1,14.82,43.28,Medium,2025-05-16 12:12:00,Orientation
621,Parking Area,Student Center,0,82.25,67.92,Low,2025-05-16 8:31:00,Lunch Time
622,Lecture Hall B,Student Center,3,0.88,43.95,Medium,2025-05-16 9:42:00,Class Break
623,Cafeteria,Academic Block A,3,10.12,67.45,Medium,2025-05-16 13:10:00,Seminar
624,Auditorium,Engineering Block,0,37.62,53.8,High,2025-05-16 8:55:00,Sports Event
625,Lecture Hall A,Engineering Block,2,20.39,27.9,Medium,2025-05-16 16:11:00,
626,Lecture Hall B,Engineering Block,3,8.74,63.37,Low,2025-05-16 9:15:00,Lunch Time
627,Medical Center,Student Center,0,1.89,89.11,High,2025-05-16 17:01:00,Seminar
628,Student Lounge,Academic Block B,2,31.66,44.63,Low,2025-05-16 17:06:00,Sports Event
629,Gymnasium,Main Gate,2,44.9,4.16,High,2025-05-16 10:33:00,
630,Computer Lab,Academic Block A,3,75.78,47.36,High,2025-05-16 8:23:00,Orientation
631,Lecture Hall B,Cultural Hall,3,52.57,62.2,High,2025-05-16 17:10:00,Class Break
632,Computer Lab,Main Gate,2,56.37,9.53,High,2025-05-16 17:50:00,Seminar
633,Computer Lab,Academic Block B,1,88.66,96.06,Low,2025-05-16 8:55:00,Seminar
634,Lecture Hall B,Cultural Hall,3,84.05,26.01,High,2025-05-16 18:00:00,
635,Garden Area,Student Center,2,76.33,60.25,Medium,2025-05-16 16:10:00,Lunch Time
636,Lecture Hall A,Cultural Hall,1,23.14,84.99,Low,2025-05-16 12:39:00,Lunch Time
637,Main Library,Cultural Hall,0,51.63,89.32,Low,2025-05-16 13:42:00,Orientation
638,Admin Office,Main Gate,0,14.5,63.03,High,2025-05-16 15:30:00,Class Break
639,Parking Area,Academic Block A,3,16.09,8.7,High,2025-05-16 13:54:00,Orientation
640,Computer Lab,Academic Block B,0,55.67,33.32,High,2025-05-16 16:00:00,
641,Gymnasium,Academic Block B,3,47.69,5.46,Medium,2025-05-16 14:05:00,Seminar
642,Auditorium,Academic Block B,2,75.7,94.13,Medium,2025-05-16 14:45:00,Orientation
643,Auditorium,Student Center,3,79.75,9.37,Medium,2025-05-16 8:20:00,
644,Main Library,Student Center,0,75.16,5.73,Low,2025-05-16 14:48:00,Seminar
645,Cafeteria,Main Gate,1,36.7,73.19,Low,2025-05-16 16:05:00,Orientation
646,Garden Area,Cultural Hall,0,93.19,96.68,Medium,2025-05-16 8:57:00,
647,Student Lounge,Cultural Hall,0,32.84,98.35,Medium,2025-05-16 14:28:00,Class Break
648,Admin Office,Engineering Block,3,3.19,94.67,High,2025-05-16 16:58:00,
649,Gymnasium,Cultural Hall,3,31.11,38.46,High,2025-05-16 10:14:00,Lunch Time
650,Medical Center,Academic Block B,0,10.35,41.57,Medium,2025-05-16 14:32:00,Seminar
651,Student Lounge,Main Gate,2,49.66,46.63,High,2025-05-16 8:41:00,
652,Garden Area,Main Gate,0,27.19,74.3,Medium,2025-05-16 17:31:00,Sports Event
653,Cafeteria,Academic Block B,3,73.24,30.62,High,2025-05-16 11:27:00,
654,Medical Center,Engineering Block,3,6.55,26.42,High,2025-05-16 8:50:00,Lunch Time
655,Medical Center,Academic Block A,3,29.07,4.48,High,2025-05-16 16:39:00,
656,Garden Area,Student Center,0,47.36,95.49,Medium,2025-05-16 8:16:00,Sports Event
657,Student Lounge,Academic Block B,0,51.4,91.94,High,2025-05-16 16:49:00,
658,Computer Lab,Cultural Hall,3,76.73,28.1,High,2025-05-16 16:09:00,Class Break
659,Gymnasium,Academic Block B,1,64.74,16.73,Medium,2025-05-16 14:30:00,Seminar
660,Gymnasium,Cultural Hall,3,94.51,51.01,Medium,2025-05-16 10:16:00,Seminar
661,Student Lounge,Academic Block B,1,88.35,38.43,Medium,2025-05-16 14:48:00,Lunch Time
662,Garden Area,Cultural Hall,3,65.91,4.1,Low,2025-05-16 13:10:00,
663,Cafeteria,Cultural Hall,2,76.92,60.46,Low,2025-05-16 17:32:00,
664,Parking Area,Engineering Block,2,45.06,1.15,High,2025-05-16 16:44:00,
665,Student Lounge,Main Gate,0,31.99,50.19,Medium,2025-05-16 17:06:00,
666,Parking Area,Cultural Hall,1,23.52,47.37,High,2025-05-16 15:39:00,Class Break
667,Medical Center,Cultural Hall,0,88.95,63.56,High,2025-05-16 15:00:00,Sports Event
668,Lecture Hall A,Student Center,3,33.41,88.51,Medium,2025-05-16 9:13:00,Lunch Time
669,Cafeteria,Academic Block B,3,55.16,14.94,Medium,2025-05-16 17:48:00,Seminar
670,Gymnasium,Engineering Block,2,16.52,97.31,Low,2025-05-16 15:19:00,Class Break
671,Main Library,Engineering Block,1,63.05,74,Low,2025-05-16 15:52:00,Seminar
672,Auditorium,Student Center,1,13.69,2.5,High,2025-05-16 13:59:00,
673,Medical Center,Student Center,1,66.59,28.64,High,2025-05-16 13:01:00,Orientation
674,Garden Area,Main Gate,0,80.27,38.01,Medium,2025-05-16 8:55:00,
675,Student Lounge,Cultural Hall,2,82.68,19.4,High,2025-05-16 10:06:00,
676,Parking Area,Main Gate,1,0.2,85.95,Medium,2025-05-16 11:41:00,Lunch Time
677,Computer Lab,Student Center,2,64.16,29.2,High,2025-05-16 9:54:00,Lunch Time
678,Lecture Hall B,Main Gate,3,70.65,12.58,Low,2025-05-16 9:11:00,Orientation
679,Garden Area,Academic Block A,1,41.76,5,Medium,2025-05-16 12:39:00,Orientation
680,Cafeteria,Main Gate,0,56.65,45.95,Low,2025-05-16 9:17:00,
681,Computer Lab,Main Gate,2,29.83,66.82,High,2025-05-16 9:20:00,Seminar
682,Student Lounge,Main Gate,3,11.11,58.81,Low,2025-05-16 17:44:00,Sports Event
683,Lecture Hall B,Main Gate,3,32.01,68.85,Low,2025-05-16 10:49:00,Lunch Time
684,Lecture Hall B,Academic Block A,1,21.53,66.63,Medium,2025-05-16 10:28:00,
685,Gymnasium,Cultural Hall,0,63.39,5.05,Low,2025-05-16 10:06:00,Orientation
686,Lecture Hall B,Main Gate,0,9.46,82.24,High,2025-05-16 13:20:00,Sports Event
687,Medical Center,Academic Block A,0,86.4,27,Low,2025-05-16 16:49:00,
688,Parking Area,Main Gate,2,30.22,41.33,Low,2025-05-16 9:11:00,Orientation
689,Lecture Hall A,Academic Block B,2,25.88,23.37,High,2025-05-16 17:59:00,
690,Lecture Hall B,Main Gate,2,79.13,32.49,Low,2025-05-16 8:17:00,
691,Cafeteria,Academic Block A,3,40.84,80.01,High,2025-05-16 15:15:00,
692,Lecture Hall A,Student Center,0,67.71,70.18,High,2025-05-16 9:46:00,
693,Main Library,Academic Block A,3,87.38,3.23,Low,2025-05-16 12:41:00,
694,Lecture Hall B,Academic Block B,3,72.99,82.35,High,2025-05-16 12:06:00,Lunch Time
695,Garden Area,Student Center,2,83.15,80.49,Medium,2025-05-16 14:12:00,Orientation
696,Medical Center,Cultural Hall,1,93.43,93.82,High,2025-05-16 13:15:00,
697,Auditorium,Academic Block B,0,23.35,67.26,Medium,2025-05-16 17:57:00,
698,Parking Area,Academic Block B,1,77.07,74.73,Low,2025-05-16 16:49:00,Class Break
699,Garden Area,Engineering Block,3,29.98,80.76,Medium,2025-05-16 8:59:00,
700,Medical Center,Engineering Block,3,74.54,76.42,Low,2025-05-16 10:56:00,Seminar
701,Main Library,Engineering Block,3,91.53,48.98,Medium,2025-05-16 16:02:00,
702,Main Library,Engineering Block,3,68.54,72.98,High,2025-05-16 14:39:00,Class Break
703,Garden Area,Student Center,0,79.85,38.19,Low,2025-05-16 8:07:00,Class Break
704,Auditorium,Student Center,3,75.88,99.06,Medium,2025-05-16 13:41:00,Seminar
705,Lecture Hall B,Academic Block A,1,27.77,60.74,Medium,2025-05-16 10:19:00,Orientation
706,Main Library,Student Center,1,41.75,76,Medium,2025-05-16 11:27:00,Orientation
707,Student Lounge,Engineering Block,3,14.06,91.84,Low,2025-05-16 17:31:00,Sports Event
708,Admin Office,Academic Block A,1,71.56,10.14,High,2025-05-16 9:05:00,
709,Main Library,Cultural Hall,2,69.09,42.96,Low,2025-05-16 8:07:00,
710,Parking Area,Main Gate,3,44.06,97.03,High,2025-05-16 15:54:00,Orientation
711,Main Library,Cultural Hall,0,11.63,77.55,High,2025-05-16 8:07:00,Sports Event
712,Admin Office,Academic Block A,2,88.14,31.82,High,2025-05-16 11:33:00,
713,Auditorium,Student Center,2,91.42,42.75,Low,2025-05-16 9:22:00,
714,Cafeteria,Academic Block A,3,36.84,33.75,High,2025-05-16 13:02:00,Seminar
715,Lecture Hall B,Academic Block B,2,18.96,52.76,Low,2025-05-16 8:49:00,Class Break
716,Main Library,Engineering Block,3,86.29,66.14,Low,2025-05-16 15:48:00,
717,Lecture Hall A,Main Gate,1,39.45,22.92,Medium,2025-05-16 17:39:00,Orientation
718,Auditorium,Student Center,0,81.7,48.14,Medium,2025-05-16 12:02:00,
719,Admin Office,Engineering Block,1,81.3,29.86,Medium,2025-05-16 13:38:00,
720,Lecture Hall B,Academic Block B,2,20.34,23.94,Medium,2025-05-16 9:17:00,Seminar
721,Main Library,Student Center,1,70.62,78.01,Low,2025-05-16 12:17:00,Sports Event
722,Gymnasium,Student Center,0,21.66,84.6,High,2025-05-16 11:42:00,Class Break
723,Lecture Hall B,Academic Block A,1,5.86,5.29,Medium,2025-05-16 16:11:00,
724,Lecture Hall A,Student Center,3,91.48,53.21,Low,2025-05-16 11:33:00,Seminar
725,Parking Area,Student Center,2,50.19,2.42,Low,2025-05-16 14:22:00,Seminar
726,Lecture Hall A,Main Gate,1,49.74,23.97,Medium,2025-05-16 17:21:00,
727,Medical Center,Academic Block A,2,86.09,2.47,High,2025-05-16 16:03:00,Lunch Time
728,Lecture Hall A,Academic Block A,2,29.05,50.4,High,2025-05-16 14:40:00,
729,Admin Office,Engineering Block,2,38.69,77.32,Low,2025-05-16 8:42:00,Class Break
730,Auditorium,Engineering Block,1,16.56,41.74,High,2025-05-16 16:02:00,Sports Event
731,Parking Area,Main Gate,2,81.64,38.34,Low,2025-05-16 8:30:00,Sports Event
732,Cafeteria,Cultural Hall,0,79.1,63.28,Low,2025-05-16 12:51:00,
733,Parking Area,Engineering Block,0,0.62,42.09,Low,2025-05-16 14:05:00,
734,Cafeteria,Cultural Hall,1,95.9,8.62,Low,2025-05-16 15:01:00,
735,Lecture Hall B,Main Gate,2,96.23,93.49,High,2025-05-16 10:26:00,Orientation
736,Student Lounge,Academic Block B,3,14.22,54.11,Low,2025-05-16 11:20:00,Lunch Time
737,Garden Area,Academic Block B,3,11.28,12.98,Low,2025-05-16 13:33:00,
738,Student Lounge,Engineering Block,1,45.28,15.59,High,2025-05-16 14:19:00,
739,Computer Lab,Academic Block B,3,45.52,81.26,Medium,2025-05-16 16:40:00,Orientation
740,Computer Lab,Student Center,2,67.65,58.2,Low,2025-05-16 14:48:00,Seminar
741,Parking Area,Engineering Block,2,97.43,96.41,Low,2025-05-16 11:25:00,Lunch Time
742,Lecture Hall B,Cultural Hall,2,29.3,33.48,Medium,2025-05-16 14:35:00,Orientation
743,Admin Office,Main Gate,1,5.99,89.73,Low,2025-05-16 17:09:00,
744,Auditorium,Main Gate,2,51.89,41.69,Low,2025-05-16 9:06:00,Lunch Time
745,Lecture Hall A,Main Gate,0,83.2,98.72,High,2025-05-16 14:05:00,Lunch Time
746,Garden Area,Student Center,1,46.28,2.82,Medium,2025-05-16 13:45:00,Sports Event
747,Lecture Hall B,Student Center,3,96.99,60.5,Medium,2025-05-16 17:58:00,
748,Student Lounge,Academic Block B,2,86.63,35.6,Medium,2025-05-16 9:51:00,Orientation
749,Admin Office,Academic Block B,0,17.75,0.39,Medium,2025-05-16 9:52:00,Seminar
750,Admin Office,Engineering Block,3,29.84,20.4,Medium,2025-05-16 9:23:00,Sports Event
751,Main Library,Academic Block B,3,60.07,69.45,Medium,2025-05-16 8:20:00,Lunch Time
752,Parking Area,Engineering Block,3,54.72,54.31,Medium,2025-05-16 10:12:00,Lunch Time
753,Garden Area,Engineering Block,1,29.13,79.73,Medium,2025-05-16 14:34:00,
754,Auditorium,Main Gate,2,59.44,97.45,Low,2025-05-16 12:24:00,
755,Computer Lab,Academic Block B,1,90.77,83.94,Medium,2025-05-16 14:13:00,Seminar
756,Auditorium,Student Center,0,40.36,70.29,High,2025-05-16 14:57:00,
757,Computer Lab,Engineering Block,0,61.92,0.84,Low,2025-05-16 13:18:00,Lunch Time
758,Gymnasium,Main Gate,0,78.97,91.51,High,2025-05-16 16:44:00,Seminar
759,Auditorium,Student Center,3,32.65,3.75,High,2025-05-16 9:20:00,
760,Medical Center,Student Center,1,85.13,37.47,High,2025-05-16 8:54:00,Class Break
761,Main Library,Academic Block A,1,36.35,33.16,Low,2025-05-16 11:38:00,Seminar
762,Auditorium,Academic Block A,3,45.25,4.34,Medium,2025-05-16 12:18:00,Class Break
763,Medical Center,Student Center,1,97.84,14.22,Low,2025-05-16 16:23:00,
764,Lecture Hall B,Cultural Hall,1,71.37,50.5,Low,2025-05-16 11:24:00,Lunch Time
765,Cafeteria,Engineering Block,2,2.78,2.73,High,2025-05-16 8:31:00,Seminar
766,Student Lounge,Academic Block A,0,61.7,67.07,Low,2025-05-16 13:05:00,
767,Auditorium,Main Gate,1,63.79,95.31,Medium,2025-05-16 12:11:00,
768,Cafeteria,Academic Block A,1,47.82,27.34,Medium,2025-05-16 15:07:00,Orientation
769,Lecture Hall B,Engineering Block,3,45.66,39.73,Low,2025-05-16 17:02:00,Sports Event
770,Garden Area,Academic Block A,0,71.07,19.02,Low,2025-05-16 17:13:00,
771,Main Library,Student Center,3,19.19,47.45,High,2025-05-16 11:05:00,
772,Gymnasium,Academic Block B,1,20,82.69,Low,2025-05-16 12:41:00,Orientation
773,Medical Center,Main Gate,0,27.57,38.06,Low,2025-05-16 13:16:00,
774,Computer Lab,Main Gate,3,55.17,18.4,Low,2025-05-16 11:54:00,
775,Lecture Hall A,Cultural Hall,0,96.79,26.66,Medium,2025-05-16 12:55:00,Sports Event
776,Admin Office,Cultural Hall,2,82.14,47.21,Low,2025-05-16 8:58:00,
777,Gymnasium,Student Center,1,96.16,36.18,Medium,2025-05-16 15:41:00,Orientation
778,Cafeteria,Academic Block B,3,24.65,39,Medium,2025-05-16 9:07:00,Sports Event
779,Gymnasium,Cultural Hall,3,60.24,85.98,Low,2025-05-16 14:55:00,Seminar
780,Medical Center,Main Gate,0,12.7,88.94,Low,2025-05-16 13:04:00,
781,Lecture Hall A,Student Center,2,78.74,12.35,Low,2025-05-16 14:34:00,Lunch Time
782,Parking Area,Cultural Hall,1,74.06,84.68,High,2025-05-16 9:50:00,
783,Cafeteria,Student Center,3,48.18,8.55,High,2025-05-16 15:43:00,
784,Lecture Hall B,Cultural Hall,1,66.13,90.07,High,2025-05-16 13:09:00,Class Break
785,Garden Area,Engineering Block,0,46.41,99.52,Low,2025-05-16 15:25:00,Class Break
786,Main Library,Student Center,0,14.04,65.34,Low,2025-05-16 10:30:00,Class Break
787,Admin Office,Cultural Hall,0,65.7,14.89,High,2025-05-16 13:16:00,Orientation
788,Parking Area,Academic Block B,3,45.35,78.81,High,2025-05-16 8:22:00,Sports Event
789,Lecture Hall A,Cultural Hall,2,81.51,40.26,Low,2025-05-16 17:45:00,Class Break
790,Parking Area,Main Gate,3,21.53,53.67,Medium,2025-05-16 12:53:00,Lunch Time
791,Student Lounge,Cultural Hall,2,2.48,75.63,High,2025-05-16 9:54:00,
792,Cafeteria,Academic Block A,0,78.73,38.36,Medium,2025-05-16 9:00:00,Lunch Time
793,Admin Office,Student Center,2,10.82,40,Medium,2025-05-16 8:25:00,
794,Parking Area,Cultural Hall,1,8.76,64.09,Medium,2025-05-16 13:42:00,Lunch Time
795,Lecture Hall A,Cultural Hall,0,95.95,66.54,High,2025-05-16 15:46:00,Sports Event
796,Gymnasium,Engineering Block,3,24.6,78.93,Low,2025-05-16 17:40:00,
797,Gymnasium,Main Gate,0,43.79,37.8,Medium,2025-05-16 15:48:00,Sports Event
798,Cafeteria,Engineering Block,0,6.95,45.79,Low,2025-05-16 15:40:00,
799,Student Lounge,Academic Block B,0,54.89,85.09,Medium,2025-05-16 12:07:00,
800,Lecture Hall B,Cultural Hall,3,95.44,1.75,Medium,2025-05-16 12:51:00,Lunch Time
801,Lecture Hall A,Academic Block A,2,12.91,91.41,Low,2025-05-16 17:15:00,
802,Parking Area,Main Gate,2,46.47,64.81,High,2025-05-16 17:12:00,Orientation
803,Lecture Hall B,Academic Block A,0,33.83,29.71,Medium,2025-05-16 12:50:00,
804,Admin Office,Engineering Block,3,80.73,25.05,High,2025-05-16 12:27:00,
805,Computer Lab,Cultural Hall,3,11.9,86.99,High,2025-05-16 14:49:00,
806,Main Library,Engineering Block,2,30.81,31.71,Low,2025-05-16 17:29:00,Class Break
807,Admin Office,Engineering Block,0,60.16,14.53,Low,2025-05-16 12:37:00,Orientation
808,Medical Center,Cultural Hall,0,89.79,81.45,Low,2025-05-16 8:00:00,
809,Lecture Hall B,Cultural Hall,3,69.48,0.33,Medium,2025-05-16 9:18:00,Lunch Time
810,Gymnasium,Cultural Hall,0,40.09,43.68,Low,2025-05-16 10:04:00,Lunch Time
811,Garden Area,Student Center,0,92.93,33.1,High,2025-05-16 9:57:00,
812,Cafeteria,Cultural Hall,3,23.37,35.05,Low,2025-05-16 8:55:00,Sports Event
813,Medical Center,Cultural Hall,0,32.07,58.48,Medium,2025-05-16 15:11:00,Sports Event
814,Auditorium,Student Center,1,12.11,95.91,Low,2025-05-16 15:32:00,Seminar
815,Lecture Hall A,Academic Block A,1,53.9,17.24,High,2025-05-16 8:10:00,
816,Student Lounge,Cultural Hall,0,9.88,24.68,Medium,2025-05-16 9:20:00,Orientation
817,Lecture Hall B,Main Gate,0,51.14,67.12,Low,2025-05-16 9:07:00,
818,Lecture Hall B,Academic Block A,1,81.39,63.85,Medium,2025-05-16 13:03:00,
819,Gymnasium,Engineering Block,3,47.95,83.78,High,2025-05-16 13:06:00,Class Break
820,Lecture Hall A,Student Center,2,28,13.64,Low,2025-05-16 17:17:00,Class Break
821,Student Lounge,Academic Block A,1,44.13,22.09,Medium,2025-05-16 11:18:00,Sports Event
822,Garden Area,Academic Block B,2,86.19,95.54,High,2025-05-16 15:37:00,
823,Auditorium,Main Gate,3,62.21,0.06,Low,2025-05-16 16:33:00,Orientation
824,Auditorium,Student Center,1,88.76,70.1,Low,2025-05-16 15:26:00,
825,Parking Area,Main Gate,0,63.6,4.38,Medium,2025-05-16 13:23:00,
826,Parking Area,Main Gate,0,18.19,72.85,Low,2025-05-16 8:10:00,Seminar
827,Lecture Hall A,Main Gate,2,71.62,27.51,Low,2025-05-16 14:39:00,
828,Cafeteria,Engineering Block,2,57.45,53.73,High,2025-05-16 12:35:00,Sports Event
829,Cafeteria,Main Gate,1,95.68,90.71,Low,2025-05-16 8:19:00,Seminar
830,Lecture Hall A,Student Center,0,54.67,89.89,Low,2025-05-16 9:04:00,Class Break
831,Cafeteria,Academic Block B,2,53.85,51.03,Medium,2025-05-16 14:29:00,Seminar
832,Lecture Hall B,Academic Block A,2,82.62,4.69,Low,2025-05-16 8:02:00,Orientation
833,Auditorium,Engineering Block,2,21.37,85.09,High,2025-05-16 15:45:00,Sports Event
834,Lecture Hall A,Academic Block A,3,78.64,94.66,Low,2025-05-16 16:06:00,Seminar
835,Student Lounge,Main Gate,1,68.81,76.23,Medium,2025-05-16 12:56:00,Class Break
836,Computer Lab,Cultural Hall,2,97.99,11.27,High,2025-05-16 10:29:00,Seminar
837,Admin Office,Cultural Hall,1,11.76,82.28,Low,2025-05-16 10:57:00,Class Break
838,Auditorium,Cultural Hall,3,30.28,64.43,Low,2025-05-16 17:36:00,
839,Cafeteria,Engineering Block,0,59.22,92.46,Low,2025-05-16 17:45:00,
840,Medical Center,Cultural Hall,3,91.45,28.96,Low,2025-05-16 12:21:00,Sports Event
841,Parking Area,Student Center,0,53.14,82.64,Medium,2025-05-16 13:17:00,Class Break
842,Cafeteria,Student Center,1,47.28,85.48,Low,2025-05-16 13:18:00,Class Break
843,Computer Lab,Main Gate,3,56.44,97.01,High,2025-05-16 12:12:00,
844,Student Lounge,Engineering Block,1,19.37,44.35,High,2025-05-16 16:52:00,Lunch Time
845,Auditorium,Academic Block A,2,75.87,13.52,High,2025-05-16 15:12:00,Class Break
846,Parking Area,Academic Block B,0,93.42,57.51,Low,2025-05-16 11:11:00,Sports Event
847,Gymnasium,Cultural Hall,0,20.89,93.45,Medium,2025-05-16 13:49:00,
848,Cafeteria,Cultural Hall,1,11.63,97.34,High,2025-05-16 12:15:00,
849,Main Library,Academic Block B,3,1.77,88.51,Low,2025-05-16 9:44:00,Seminar
850,Main Library,Engineering Block,2,75.8,26.44,High,2025-05-16 16:56:00,Orientation
851,Auditorium,Academic Block A,2,14.6,59.47,Medium,2025-05-16 16:50:00,Orientation
852,Medical Center,Cultural Hall,3,23.78,20.33,High,2025-05-16 9:57:00,
853,Garden Area,Academic Block B,0,37.43,52.57,Low,2025-05-16 10:16:00,Lunch Time
854,Admin Office,Student Center,2,65.14,83.61,High,2025-05-16 8:29:00,
855,Medical Center,Academic Block A,2,74.02,19.04,High,2025-05-16 14:36:00,
856,Lecture Hall B,Main Gate,1,23.56,57.92,Low,2025-05-16 15:53:00,
857,Cafeteria,Main Gate,3,53.67,96.48,High,2025-05-16 15:14:00,
858,Lecture Hall A,Academic Block A,2,65.42,94.27,Low,2025-05-16 8:58:00,Seminar
859,Lecture Hall B,Main Gate,2,17.35,23.23,Low,2025-05-16 11:38:00,Orientation
860,Student Lounge,Student Center,1,8.83,19.8,Low,2025-05-16 10:03:00,Class Break
861,Lecture Hall A,Academic Block B,0,1.75,67.25,Low,2025-05-16 15:16:00,Class Break
862,Medical Center,Cultural Hall,3,78.11,19.47,High,2025-05-16 13:56:00,Orientation
863,Computer Lab,Academic Block A,2,99.14,81.51,Medium,2025-05-16 13:49:00,
864,Lecture Hall B,Student Center,3,68.86,13.77,Low,2025-05-16 17:12:00,
865,Lecture Hall A,Cultural Hall,1,93.15,58.31,High,2025-05-16 8:18:00,Orientation
866,Computer Lab,Engineering Block,0,68.75,24.27,Low,2025-05-16 14:55:00,Sports Event
867,Parking Area,Cultural Hall,1,78.26,68.75,Medium,2025-05-16 15:33:00,Seminar
868,Computer Lab,Student Center,2,94.45,12.98,High,2025-05-16 11:02:00,
869,Computer Lab,Engineering Block,2,55.58,45.37,Medium,2025-05-16 9:22:00,Orientation
870,Admin Office,Student Center,1,91.19,99.7,Low,2025-05-16 16:10:00,
871,Lecture Hall B,Student Center,0,45.9,96.71,High,2025-05-16 14:30:00,
872,Lecture Hall A,Academic Block A,3,14.74,99.23,Low,2025-05-16 11:51:00,
873,Computer Lab,Engineering Block,0,42.79,76.83,Medium,2025-05-16 13:51:00,
874,Gymnasium,Academic Block A,0,17.53,94.18,High,2025-05-16 14:08:00,
875,Main Library,Engineering Block,1,29.79,54.56,Medium,2025-05-16 17:03:00,Class Break
876,Garden Area,Student Center,2,6.93,26.99,High,2025-05-16 12:20:00,
877,Cafeteria,Student Center,0,90.92,27.43,High,2025-05-16 9:40:00,Class Break
878,Main Library,Main Gate,2,13.25,60.39,Medium,2025-05-16 17:55:00,Seminar
879,Computer Lab,Academic Block A,2,90,22.8,Medium,2025-05-16 15:49:00,Sports Event
880,Main Library,Academic Block A,1,71.06,61.26,Medium,2025-05-16 8:29:00,
881,Lecture Hall A,Academic Block A,0,26.86,55.8,Low,2025-05-16 8:24:00,
882,Gymnasium,Academic Block B,3,43.33,82.33,High,2025-05-16 14:16:00,
883,Main Library,Student Center,1,94.52,4.56,High,2025-05-16 15:40:00,
884,Lecture Hall A,Academic Block B,3,13.61,48.01,Medium,2025-05-16 11:54:00,Seminar
885,Computer Lab,Academic Block B,3,31.53,41.94,Medium,2025-05-16 13:02:00,Sports Event
886,Student Lounge,Student Center,2,20.61,10.36,Medium,2025-05-16 16:14:00,Seminar
887,Parking Area,Engineering Block,3,63.8,53.95,High,2025-05-16 15:32:00,Seminar
888,Student Lounge,Engineering Block,0,11.54,24.88,Low,2025-05-16 10:36:00,
889,Lecture Hall B,Academic Block A,2,8.55,78.87,High,2025-05-16 12:45:00,Seminar
890,Cafeteria,Student Center,3,75.32,77.93,High,2025-05-16 15:04:00,Orientation
891,Garden Area,Engineering Block,0,50.4,85,High,2025-05-16 10:20:00,Class Break
892,Student Lounge,Engineering Block,1,62.43,64.35,Low,2025-05-16 16:30:00,Class Break
893,Lecture Hall A,Academic Block A,0,84.84,92.63,Low,2025-05-16 8:05:00,Sports Event
894,Main Library,Main Gate,2,25.09,57.34,Medium,2025-05-16 13:16:00,
895,Medical Center,Engineering Block,1,54.61,85.27,Medium,2025-05-16 13:23:00,
896,Gymnasium,Main Gate,0,98.02,9.6,Low,2025-05-16 15:20:00,
897,Lecture Hall B,Main Gate,2,22.61,56.02,Medium,2025-05-16 9:24:00,Lunch Time
898,Main Library,Academic Block B,3,88.2,84.83,Low,2025-05-16 8:51:00,
899,Lecture Hall B,Academic Block B,3,6.8,64.46,Low,2025-05-16 9:41:00,Sports Event
900,Auditorium,Student Center,3,24.43,50.48,High,2025-05-16 8:47:00,
901,Parking Area,Main Gate,3,3.65,47.51,Medium,2025-05-16 15:02:00,Orientation
902,Lecture Hall A,Academic Block B,3,13.52,30.06,High,2025-05-16 10:23:00,
903,Medical Center,Engineering Block,0,41.95,54.1,High,2025-05-16 17:01:00,Sports Event
904,Lecture Hall A,Main Gate,1,94.12,89.47,Medium,2025-05-16 10:10:00,Orientation
905,Cafeteria,Cultural Hall,1,90.18,9.73,Medium,2025-05-16 13:19:00,Class Break
906,Computer Lab,Academic Block B,0,39.09,75.64,Low,2025-05-16 16:25:00,Seminar
907,Medical Center,Academic Block B,0,29.02,32.78,Medium,2025-05-16 15:25:00,Orientation
908,Lecture Hall A,Main Gate,3,51.9,17.72,Low,2025-05-16 11:11:00,Orientation
909,Medical Center,Engineering Block,0,15.14,76.62,Low,2025-05-16 15:09:00,Lunch Time
910,Parking Area,Engineering Block,1,13.87,72.16,Low,2025-05-16 17:16:00,Sports Event
911,Gymnasium,Student Center,3,5.69,52.82,High,2025-05-16 17:43:00,Class Break
912,Main Library,Engineering Block,0,43.13,89.91,Medium,2025-05-16 10:30:00,Seminar
913,Computer Lab,Engineering Block,0,72.66,89.34,Medium,2025-05-16 14:53:00,
914,Lecture Hall B,Academic Block B,3,54.88,40.21,Medium,2025-05-16 15:47:00,
915,Lecture Hall B,Cultural Hall,3,76.57,8.99,High,2025-05-16 16:46:00,Orientation
916,Lecture Hall B,Student Center,2,44.63,94.9,Low,2025-05-16 10:30:00,
917,Lecture Hall A,Engineering Block,1,33.89,9.72,Low,2025-05-16 14:51:00,
918,Cafeteria,Academic Block B,1,11.35,20.99,High,2025-05-16 15:33:00,Sports Event
